Date,District,Vegetable,Sales (kg)
7/23/24,Kandy,Brinjals,285000
7/23/24,Kandy,Pumpkins,68400
7/23/24,Kandy,Spinach,90600
7/23/24,Batticaloa,Carrots,120500
7/23/24,Batticaloa,Beans,44000
7/23/24,Batticaloa,Cabbage,96500
7/23/24,Batticaloa,Tomatoes,44000
7/23/24,Batticaloa,Potatoes,47500
7/23/24,Batticaloa,Brinjals,51250
7/23/24,Batticaloa,Pumpkins,60750
7/23/24,Batticaloa,Spinach,29500
7/23/24,Jaffna,Carrots,119750
7/23/24,Jaffna,Beans,119500
7/23/24,Jaffna,Cabbage,21500
7/23/24,Jaffna,Tomatoes,107000
7/23/24,Jaffna,Potatoes,95250
7/23/24,Jaffna,Brinjals,63250
7/23/24,Jaffna,Pumpkins,12500
7/23/24,Jaffna,Spinach,106250
7/24/24,Colombo,Carrots,373500
7/24/24,Colombo,Beans,162000
7/24/24,Colombo,Cabbage,340200
7/24/24,Colombo,Tomatoes,450000
7/24/24,Colombo,Potatoes,170100
7/24/24,Colombo,Brinjals,318600
7/24/24,Colombo,Pumpkins,360000
7/24/24,Colombo,Spinach,363600
7/24/24,Kandy,Carrots,100800
7/24/24,Kandy,Beans,217800
7/24/24,Kandy,Cabbage,151800
7/24/24,Kandy,Tomatoes,189000
7/24/24,Kandy,Potatoes,255600
7/24/24,Kandy,Brinjals,276000
7/24/24,Kandy,Pumpkins,295800
7/24/24,Kandy,Spinach,262800
7/24/24,Batticaloa,Carrots,109750
7/24/24,Batticaloa,Beans,121000
7/24/24,Batticaloa,Cabbage,34750
7/24/24,Batticaloa,Tomatoes,19250
7/24/24,Batticaloa,Potatoes,105250
7/24/24,Batticaloa,Brinjals,16000
7/24/24,Batticaloa,Pumpkins,29750
7/24/24,Batticaloa,Spinach,25750
7/24/24,Jaffna,Carrots,107250
7/24/24,Jaffna,Beans,116750
7/24/24,Jaffna,Cabbage,112250
7/24/24,Jaffna,Tomatoes,46000
7/24/24,Jaffna,Potatoes,26000
7/24/24,Jaffna,Brinjals,68500
7/24/24,Jaffna,Pumpkins,77500
7/24/24,Jaffna,Spinach,53250
7/25/24,Colombo,Carrots,216900
7/25/24,Colombo,Beans,435600
7/25/24,Colombo,Cabbage,93600
7/25/24,Colombo,Tomatoes,76500
7/25/24,Colombo,Potatoes,421200
7/25/24,Colombo,Brinjals,87300
7/25/24,Colombo,Pumpkins,376200
7/25/24,Colombo,Spinach,59400
7/25/24,Kandy,Carrots,82800
7/25/24,Kandy,Beans,169800
7/25/24,Kandy,Cabbage,182400
7/25/24,Kandy,Tomatoes,204600
7/25/24,Kandy,Potatoes,58200
7/25/24,Kandy,Brinjals,102000
7/25/24,Kandy,Pumpkins,151800
7/25/24,Kandy,Spinach,151800
7/25/24,Batticaloa,Carrots,35750
7/25/24,Batticaloa,Beans,105750
7/25/24,Batticaloa,Cabbage,55000
7/25/24,Batticaloa,Tomatoes,78500
7/25/24,Batticaloa,Potatoes,18000
7/25/24,Batticaloa,Brinjals,19000
7/25/24,Batticaloa,Pumpkins,32750
7/25/24,Batticaloa,Spinach,89250
7/25/24,Jaffna,Carrots,42250
7/25/24,Jaffna,Beans,29250
7/25/24,Jaffna,Cabbage,118500
7/25/24,Jaffna,Tomatoes,100750
7/25/24,Jaffna,Potatoes,88250
7/25/24,Jaffna,Brinjals,74000
7/25/24,Jaffna,Pumpkins,33000
7/25/24,Jaffna,Spinach,122250
7/26/24,Colombo,Carrots,172800
7/26/24,Colombo,Beans,312300
7/26/24,Colombo,Cabbage,155700
7/26/24,Colombo,Tomatoes,325800
7/26/24,Colombo,Potatoes,287100
7/26/24,Colombo,Brinjals,382500
7/26/24,Colombo,Pumpkins,201600
7/26/24,Colombo,Spinach,366300
7/26/24,Kandy,Carrots,205200
7/26/24,Kandy,Beans,201600
7/26/24,Kandy,Cabbage,46200
7/26/24,Kandy,Tomatoes,42600
7/26/24,Kandy,Potatoes,165600
7/26/24,Kandy,Brinjals,199800
7/26/24,Kandy,Pumpkins,165600
7/26/24,Kandy,Spinach,283800
7/26/24,Batticaloa,Carrots,78000
7/26/24,Batticaloa,Beans,73500
7/26/24,Batticaloa,Cabbage,73750
7/26/24,Batticaloa,Tomatoes,17000
7/26/24,Batticaloa,Potatoes,71750
7/26/24,Batticaloa,Brinjals,93000
7/26/24,Batticaloa,Pumpkins,36750
7/26/24,Batticaloa,Spinach,42000
7/26/24,Jaffna,Carrots,36750
7/26/24,Jaffna,Beans,71000
7/26/24,Jaffna,Cabbage,124750
7/26/24,Jaffna,Tomatoes,82000
7/26/24,Jaffna,Potatoes,84750
7/26/24,Jaffna,Brinjals,60750
7/26/24,Jaffna,Pumpkins,69000
7/26/24,Jaffna,Spinach,63250
7/27/24,Colombo,Carrots,143100
7/27/24,Colombo,Beans,183600
7/27/24,Colombo,Cabbage,270900
7/27/24,Colombo,Tomatoes,294300
7/27/24,Colombo,Potatoes,232200
7/27/24,Colombo,Brinjals,394200
7/27/24,Colombo,Pumpkins,302400
7/27/24,Colombo,Spinach,355500
7/27/24,Kandy,Carrots,291000
7/27/24,Kandy,Beans,98400
7/27/24,Kandy,Cabbage,244800
7/27/24,Kandy,Tomatoes,142800
7/27/24,Kandy,Potatoes,261600
7/27/24,Kandy,Brinjals,51600
7/27/24,Kandy,Pumpkins,190800
7/27/24,Kandy,Spinach,144000
7/27/24,Batticaloa,Carrots,22500
7/27/24,Batticaloa,Beans,23500
7/27/24,Batticaloa,Cabbage,89500
7/27/24,Batticaloa,Tomatoes,55750
7/27/24,Batticaloa,Potatoes,13500
7/27/24,Batticaloa,Brinjals,63500
7/27/24,Batticaloa,Pumpkins,106250
7/27/24,Batticaloa,Spinach,26750
7/27/24,Jaffna,Carrots,105500
7/27/24,Jaffna,Beans,72250
7/27/24,Jaffna,Cabbage,119000
7/27/24,Jaffna,Tomatoes,90750
7/27/24,Jaffna,Potatoes,85250
7/27/24,Jaffna,Brinjals,121000
7/27/24,Jaffna,Pumpkins,74500
7/27/24,Jaffna,Spinach,86250
7/28/24,Colombo,Carrots,193500
7/28/24,Colombo,Beans,63000
7/28/24,Colombo,Cabbage,87300
7/28/24,Colombo,Tomatoes,299700
7/28/24,Colombo,Potatoes,427500
7/28/24,Colombo,Brinjals,265500
7/28/24,Colombo,Pumpkins,122400
7/28/24,Colombo,Spinach,332100
7/28/24,Kandy,Carrots,49200
7/28/24,Kandy,Beans,235200
7/28/24,Kandy,Cabbage,109800
7/28/24,Kandy,Tomatoes,214800
7/28/24,Kandy,Potatoes,196800
7/28/24,Kandy,Brinjals,48600
7/28/24,Kandy,Pumpkins,144600
7/28/24,Kandy,Spinach,31800
7/28/24,Batticaloa,Carrots,13500
7/28/24,Batticaloa,Beans,116500
7/28/24,Batticaloa,Cabbage,37750
7/28/24,Batticaloa,Tomatoes,123750
7/28/24,Batticaloa,Potatoes,15750
7/28/24,Batticaloa,Brinjals,104000
7/28/24,Batticaloa,Pumpkins,18250
7/28/24,Batticaloa,Spinach,73500
7/28/24,Jaffna,Carrots,34000
7/28/24,Jaffna,Beans,69000
7/28/24,Jaffna,Cabbage,93500
7/28/24,Jaffna,Tomatoes,24000
7/28/24,Jaffna,Potatoes,70750
7/28/24,Jaffna,Brinjals,31250
7/28/24,Jaffna,Pumpkins,27500
7/28/24,Jaffna,Spinach,12500
7/29/24,Colombo,Carrots,186300
7/29/24,Colombo,Beans,253800
7/29/24,Colombo,Cabbage,137700
7/29/24,Colombo,Tomatoes,46800
7/29/24,Colombo,Potatoes,182700
7/29/24,Colombo,Brinjals,304200
7/29/24,Colombo,Pumpkins,257400
7/29/24,Colombo,Spinach,330300
7/29/24,Kandy,Carrots,150000
7/29/24,Kandy,Beans,218400
7/29/24,Kandy,Cabbage,196800
7/29/24,Kandy,Tomatoes,39600
7/29/24,Kandy,Potatoes,105000
7/29/24,Kandy,Brinjals,129600
7/29/24,Kandy,Pumpkins,202800
7/29/24,Kandy,Spinach,168600
7/29/24,Batticaloa,Carrots,103250
7/29/24,Batticaloa,Beans,57750
7/29/24,Batticaloa,Cabbage,110500
7/29/24,Batticaloa,Tomatoes,57500
7/29/24,Batticaloa,Potatoes,57500
7/29/24,Batticaloa,Brinjals,62250
7/29/24,Batticaloa,Pumpkins,32000
7/29/24,Batticaloa,Spinach,75250
7/29/24,Jaffna,Carrots,89250
7/29/24,Jaffna,Beans,30250
7/29/24,Jaffna,Cabbage,116750
7/29/24,Jaffna,Tomatoes,34250
7/29/24,Jaffna,Potatoes,105500
7/29/24,Jaffna,Brinjals,17750
7/29/24,Jaffna,Pumpkins,64500
7/29/24,Jaffna,Spinach,30500
7/30/24,Colombo,Carrots,53100
7/30/24,Colombo,Beans,88200
7/30/24,Colombo,Cabbage,108000
7/30/24,Colombo,Tomatoes,76500
7/30/24,Colombo,Potatoes,181800
7/30/24,Colombo,Brinjals,237600
7/30/24,Colombo,Pumpkins,286200
7/30/24,Colombo,Spinach,226800
7/30/24,Kandy,Carrots,55800
7/30/24,Kandy,Beans,87600
7/30/24,Kandy,Cabbage,168000
7/30/24,Kandy,Tomatoes,68400
7/30/24,Kandy,Potatoes,111000
7/30/24,Kandy,Brinjals,123600
7/30/24,Kandy,Pumpkins,141600
7/30/24,Kandy,Spinach,186600
7/30/24,Batticaloa,Carrots,94750
7/30/24,Batticaloa,Beans,46000
7/30/24,Batticaloa,Cabbage,49750
7/30/24,Batticaloa,Tomatoes,100000
7/30/24,Batticaloa,Potatoes,119500
7/30/24,Batticaloa,Brinjals,44750
7/30/24,Batticaloa,Pumpkins,55250
7/30/24,Batticaloa,Spinach,79500
7/30/24,Jaffna,Carrots,31000
7/30/24,Jaffna,Beans,56500
7/30/24,Jaffna,Cabbage,118250
7/30/24,Jaffna,Tomatoes,74250
7/30/24,Jaffna,Potatoes,30750
7/30/24,Jaffna,Brinjals,36750
7/30/24,Jaffna,Pumpkins,92250
7/30/24,Jaffna,Spinach,66500
7/31/24,Colombo,Carrots,181800
7/31/24,Colombo,Beans,211500
7/31/24,Colombo,Cabbage,249300
7/31/24,Colombo,Tomatoes,411300
7/31/24,Colombo,Potatoes,177300
7/31/24,Colombo,Brinjals,377100
7/31/24,Colombo,Pumpkins,162900
7/31/24,Colombo,Spinach,336600
7/31/24,Kandy,Carrots,41400
7/31/24,Kandy,Beans,282000
7/31/24,Kandy,Cabbage,168600
7/31/24,Kandy,Tomatoes,61200
7/31/24,Kandy,Potatoes,85200
7/31/24,Kandy,Brinjals,147000
7/31/24,Kandy,Pumpkins,189000
7/31/24,Kandy,Spinach,280200
7/31/24,Batticaloa,Carrots,58250
7/31/24,Batticaloa,Beans,94750
7/31/24,Batticaloa,Cabbage,56750
7/31/24,Batticaloa,Tomatoes,32500
7/31/24,Batticaloa,Potatoes,57250
7/31/24,Batticaloa,Brinjals,105500
7/31/24,Batticaloa,Pumpkins,43500
7/31/24,Batticaloa,Spinach,109000
7/31/24,Jaffna,Carrots,47750
7/31/24,Jaffna,Beans,26750
7/31/24,Jaffna,Cabbage,120250
7/31/24,Jaffna,Tomatoes,110500
7/31/24,Jaffna,Potatoes,13250
7/31/24,Jaffna,Brinjals,53000
7/31/24,Jaffna,Pumpkins,37500
7/31/24,Jaffna,Spinach,73000
8/1/24,Colombo,Carrots,134100
8/1/24,Colombo,Beans,180000
8/1/24,Colombo,Cabbage,298800
8/1/24,Colombo,Tomatoes,77400
8/1/24,Colombo,Potatoes,374400
8/1/24,Colombo,Brinjals,109800
8/1/24,Colombo,Pumpkins,129600
8/1/24,Colombo,Spinach,68400
8/1/24,Kandy,Carrots,290400
8/1/24,Kandy,Beans,222600
8/1/24,Kandy,Cabbage,273000
8/1/24,Kandy,Tomatoes,201000
8/1/24,Kandy,Potatoes,137400
8/1/24,Kandy,Brinjals,260400
8/1/24,Kandy,Pumpkins,190200
8/1/24,Kandy,Spinach,45000
8/1/24,Batticaloa,Carrots,56000
8/1/24,Batticaloa,Beans,81250
8/1/24,Batticaloa,Cabbage,41750
8/1/24,Batticaloa,Tomatoes,52250
8/1/24,Batticaloa,Potatoes,63000
8/1/24,Batticaloa,Brinjals,31750
8/1/24,Batticaloa,Pumpkins,64250
8/1/24,Batticaloa,Spinach,51750
8/1/24,Jaffna,Carrots,50750
8/1/24,Jaffna,Beans,77000
8/1/24,Jaffna,Cabbage,36000
8/1/24,Jaffna,Tomatoes,53250
8/1/24,Jaffna,Potatoes,116500
8/1/24,Jaffna,Brinjals,13250
8/1/24,Jaffna,Pumpkins,124250
8/1/24,Jaffna,Spinach,94500
8/2/24,Colombo,Carrots,153000
8/2/24,Colombo,Beans,118800
8/2/24,Colombo,Cabbage,402300
8/2/24,Colombo,Tomatoes,261000
8/2/24,Colombo,Potatoes,226800
8/2/24,Colombo,Brinjals,232200
8/2/24,Colombo,Pumpkins,247500
8/2/24,Colombo,Spinach,343800
8/2/24,Kandy,Carrots,44400
8/2/24,Kandy,Beans,88800
8/2/24,Kandy,Cabbage,71400
8/2/24,Kandy,Tomatoes,203400
8/2/24,Kandy,Potatoes,277800
8/2/24,Kandy,Brinjals,261000
8/2/24,Kandy,Pumpkins,80400
8/2/24,Kandy,Spinach,169200
8/2/24,Batticaloa,Carrots,51750
8/2/24,Batticaloa,Beans,47250
8/2/24,Batticaloa,Cabbage,50000
8/2/24,Batticaloa,Tomatoes,30250
8/2/24,Batticaloa,Potatoes,22500
8/2/24,Batticaloa,Brinjals,93250
8/2/24,Batticaloa,Pumpkins,66750
8/2/24,Batticaloa,Spinach,48250
8/2/24,Jaffna,Carrots,91000
8/2/24,Jaffna,Beans,48500
8/2/24,Jaffna,Cabbage,66750
8/2/24,Jaffna,Tomatoes,53500
8/2/24,Jaffna,Potatoes,105000
8/2/24,Jaffna,Brinjals,34750
8/2/24,Jaffna,Pumpkins,63000
8/2/24,Jaffna,Spinach,42500
8/3/24,Colombo,Carrots,75600
8/3/24,Colombo,Beans,434700
8/3/24,Colombo,Cabbage,229500
8/3/24,Colombo,Tomatoes,361800
8/3/24,Colombo,Potatoes,374400
8/3/24,Colombo,Brinjals,360900
8/3/24,Colombo,Pumpkins,45000
8/3/24,Colombo,Spinach,213300
8/3/24,Kandy,Carrots,216000
8/3/24,Kandy,Beans,188400
8/3/24,Kandy,Cabbage,255000
8/3/24,Kandy,Tomatoes,213600
8/3/24,Kandy,Potatoes,283200
8/3/24,Kandy,Brinjals,285600
8/3/24,Kandy,Pumpkins,279000
8/3/24,Kandy,Spinach,207000
8/3/24,Batticaloa,Carrots,97250
8/3/24,Batticaloa,Beans,120000
8/3/24,Batticaloa,Cabbage,40250
8/3/24,Batticaloa,Tomatoes,75500
8/3/24,Batticaloa,Potatoes,106750
8/3/24,Batticaloa,Brinjals,72000
8/3/24,Batticaloa,Pumpkins,122000
8/3/24,Batticaloa,Spinach,103250
8/3/24,Jaffna,Carrots,116750
8/3/24,Jaffna,Beans,46250
8/3/24,Jaffna,Cabbage,120500
8/3/24,Jaffna,Tomatoes,75250
8/3/24,Jaffna,Potatoes,26750
8/3/24,Jaffna,Brinjals,24750
8/3/24,Jaffna,Pumpkins,75750
8/3/24,Jaffna,Spinach,86500
8/4/24,Colombo,Carrots,69300
8/4/24,Colombo,Beans,265500
8/4/24,Colombo,Cabbage,360000
8/4/24,Colombo,Tomatoes,217800
8/4/24,Colombo,Potatoes,315000
8/4/24,Colombo,Brinjals,294300
8/4/24,Colombo,Pumpkins,404100
8/4/24,Colombo,Spinach,141300
8/4/24,Kandy,Carrots,249000
8/4/24,Kandy,Beans,232200
8/4/24,Kandy,Cabbage,188400
8/4/24,Kandy,Tomatoes,189600
8/4/24,Kandy,Potatoes,54000
8/4/24,Kandy,Brinjals,237600
8/4/24,Kandy,Pumpkins,48600
8/4/24,Kandy,Spinach,281400
8/4/24,Batticaloa,Carrots,33500
8/4/24,Batticaloa,Beans,39250
8/4/24,Batticaloa,Cabbage,26250
8/4/24,Batticaloa,Tomatoes,99750
8/4/24,Batticaloa,Potatoes,15250
8/4/24,Batticaloa,Brinjals,44250
8/4/24,Batticaloa,Pumpkins,22250
8/4/24,Batticaloa,Spinach,121000
8/4/24,Jaffna,Carrots,109500
8/4/24,Jaffna,Beans,102250
8/4/24,Jaffna,Cabbage,25000
8/4/24,Jaffna,Tomatoes,66750
8/4/24,Jaffna,Potatoes,53750
8/4/24,Jaffna,Brinjals,123250
8/4/24,Jaffna,Pumpkins,22750
8/4/24,Jaffna,Spinach,16250
8/5/24,Colombo,Carrots,376200
8/5/24,Colombo,Beans,381600
8/5/24,Colombo,Cabbage,432000
8/5/24,Colombo,Tomatoes,349200
8/5/24,Colombo,Potatoes,61200
8/5/24,Colombo,Brinjals,368100
8/5/24,Colombo,Pumpkins,188100
8/5/24,Colombo,Spinach,110700
8/5/24,Kandy,Carrots,159600
8/5/24,Kandy,Beans,267600
8/5/24,Kandy,Cabbage,127200
8/5/24,Kandy,Tomatoes,100800
8/5/24,Kandy,Potatoes,157200
8/5/24,Kandy,Brinjals,130200
8/5/24,Kandy,Pumpkins,214800
8/5/24,Kandy,Spinach,216600
8/5/24,Batticaloa,Carrots,92000
8/5/24,Batticaloa,Beans,68000
8/5/24,Batticaloa,Cabbage,23000
8/5/24,Batticaloa,Tomatoes,101750
8/5/24,Batticaloa,Potatoes,75750
8/5/24,Batticaloa,Brinjals,62750
8/5/24,Batticaloa,Pumpkins,76000
8/5/24,Batticaloa,Spinach,71250
8/5/24,Jaffna,Carrots,41750
8/5/24,Jaffna,Beans,88500
8/5/24,Jaffna,Cabbage,37250
8/5/24,Jaffna,Tomatoes,27500
8/5/24,Jaffna,Potatoes,17750
8/5/24,Jaffna,Brinjals,80250
8/5/24,Jaffna,Pumpkins,95500
8/5/24,Jaffna,Spinach,29750
8/6/24,Colombo,Carrots,188100
8/6/24,Colombo,Beans,381600
8/6/24,Colombo,Cabbage,265500
8/6/24,Colombo,Tomatoes,250200
8/6/24,Colombo,Potatoes,114300
8/6/24,Colombo,Brinjals,79200
8/6/24,Colombo,Pumpkins,53100
8/6/24,Colombo,Spinach,83700
8/6/24,Kandy,Carrots,282000
8/6/24,Kandy,Beans,115800
8/6/24,Kandy,Cabbage,100200
8/6/24,Kandy,Tomatoes,114600
8/6/24,Kandy,Potatoes,52800
8/6/24,Kandy,Brinjals,135600
8/6/24,Kandy,Pumpkins,173400
8/6/24,Kandy,Spinach,228000
8/6/24,Batticaloa,Carrots,13000
8/6/24,Batticaloa,Beans,98250
8/6/24,Batticaloa,Cabbage,105000
8/6/24,Batticaloa,Tomatoes,87000
8/6/24,Batticaloa,Potatoes,96000
8/6/24,Batticaloa,Brinjals,105250
8/6/24,Batticaloa,Pumpkins,117500
8/6/24,Batticaloa,Spinach,34000
8/6/24,Jaffna,Carrots,24500
8/6/24,Jaffna,Beans,71500
8/6/24,Jaffna,Cabbage,101000
8/6/24,Jaffna,Tomatoes,71000
8/6/24,Jaffna,Potatoes,40750
8/6/24,Jaffna,Brinjals,89750
8/6/24,Jaffna,Pumpkins,97500
8/6/24,Jaffna,Spinach,44250
8/7/24,Colombo,Carrots,158400
8/7/24,Colombo,Beans,363600
8/7/24,Colombo,Cabbage,297900
8/7/24,Colombo,Tomatoes,265500
8/7/24,Colombo,Potatoes,189900
8/7/24,Colombo,Brinjals,123300
8/7/24,Colombo,Pumpkins,445500
8/7/24,Colombo,Spinach,323100
8/7/24,Kandy,Carrots,73200
8/7/24,Kandy,Beans,105600
8/7/24,Kandy,Cabbage,109800
8/7/24,Kandy,Tomatoes,123000
8/7/24,Kandy,Potatoes,106800
8/7/24,Kandy,Brinjals,211800
8/7/24,Kandy,Pumpkins,280200
8/7/24,Kandy,Spinach,78000
8/7/24,Batticaloa,Carrots,28750
8/7/24,Batticaloa,Beans,60250
8/7/24,Batticaloa,Cabbage,121250
8/7/24,Batticaloa,Tomatoes,92000
8/7/24,Batticaloa,Potatoes,101250
8/7/24,Batticaloa,Brinjals,100250
8/7/24,Batticaloa,Pumpkins,93500
8/7/24,Batticaloa,Spinach,58000
8/7/24,Jaffna,Carrots,65000
8/7/24,Jaffna,Beans,50500
8/7/24,Jaffna,Cabbage,70750
8/7/24,Jaffna,Tomatoes,103250
8/7/24,Jaffna,Potatoes,78500
8/7/24,Jaffna,Brinjals,72250
8/7/24,Jaffna,Pumpkins,70750
8/7/24,Jaffna,Spinach,29750
8/8/24,Colombo,Carrots,144900
8/8/24,Colombo,Beans,208800
8/8/24,Colombo,Cabbage,241200
8/8/24,Colombo,Tomatoes,51300
8/8/24,Colombo,Potatoes,70200
8/8/24,Colombo,Brinjals,327600
8/8/24,Colombo,Pumpkins,214200
8/8/24,Colombo,Spinach,360900
8/8/24,Kandy,Carrots,282600
8/8/24,Kandy,Beans,39600
8/8/24,Kandy,Cabbage,70800
8/8/24,Kandy,Tomatoes,234000
8/8/24,Kandy,Potatoes,119400
8/8/24,Kandy,Brinjals,52800
8/8/24,Kandy,Pumpkins,96000
8/8/24,Kandy,Spinach,265200
8/8/24,Batticaloa,Carrots,28250
8/8/24,Batticaloa,Beans,17250
8/8/24,Batticaloa,Cabbage,86500
8/8/24,Batticaloa,Tomatoes,105500
8/8/24,Batticaloa,Potatoes,37500
8/8/24,Batticaloa,Brinjals,104500
8/8/24,Batticaloa,Pumpkins,90000
8/8/24,Batticaloa,Spinach,48500
8/8/24,Jaffna,Carrots,43500
8/8/24,Jaffna,Beans,81000
8/8/24,Jaffna,Cabbage,118750
8/8/24,Jaffna,Tomatoes,25500
8/8/24,Jaffna,Potatoes,67500
8/8/24,Jaffna,Brinjals,89000
8/8/24,Jaffna,Pumpkins,119000
8/8/24,Jaffna,Spinach,74500
8/9/24,Colombo,Carrots,104400
8/9/24,Colombo,Beans,148500
8/9/24,Colombo,Cabbage,371700
8/9/24,Colombo,Tomatoes,335700
8/9/24,Colombo,Potatoes,174600
8/9/24,Colombo,Brinjals,145800
8/9/24,Colombo,Pumpkins,193500
8/9/24,Colombo,Spinach,252900
8/9/24,Kandy,Carrots,265200
8/9/24,Kandy,Beans,297600
8/9/24,Kandy,Cabbage,281400
8/9/24,Kandy,Tomatoes,94200
8/9/24,Kandy,Potatoes,159000
8/9/24,Kandy,Brinjals,270000
8/9/24,Kandy,Pumpkins,275400
8/9/24,Kandy,Spinach,103800
8/9/24,Batticaloa,Carrots,96000
8/9/24,Batticaloa,Beans,121750
8/9/24,Batticaloa,Cabbage,75750
8/9/24,Batticaloa,Tomatoes,29500
8/9/24,Batticaloa,Potatoes,33250
8/9/24,Batticaloa,Brinjals,109750
8/9/24,Batticaloa,Pumpkins,19000
8/9/24,Batticaloa,Spinach,36500
8/9/24,Jaffna,Carrots,62500
8/9/24,Jaffna,Beans,95000
8/9/24,Jaffna,Cabbage,82250
8/9/24,Jaffna,Tomatoes,71250
8/9/24,Jaffna,Potatoes,85250
8/9/24,Jaffna,Brinjals,27500
8/9/24,Jaffna,Pumpkins,36500
8/9/24,Jaffna,Spinach,73250
8/10/24,Colombo,Carrots,387000
8/10/24,Colombo,Beans,338400
8/10/24,Colombo,Cabbage,408600
8/10/24,Colombo,Tomatoes,94500
8/10/24,Colombo,Potatoes,412200
8/10/24,Colombo,Brinjals,360000
8/10/24,Colombo,Pumpkins,176400
8/10/24,Colombo,Spinach,329400
8/10/24,Kandy,Carrots,160800
8/10/24,Kandy,Beans,225000
8/10/24,Kandy,Cabbage,137400
8/10/24,Kandy,Tomatoes,284400
8/10/24,Kandy,Potatoes,289200
8/10/24,Kandy,Brinjals,249600
8/10/24,Kandy,Pumpkins,264600
8/10/24,Kandy,Spinach,34200
8/10/24,Batticaloa,Carrots,56250
8/10/24,Batticaloa,Beans,98000
8/10/24,Batticaloa,Cabbage,71000
8/10/24,Batticaloa,Tomatoes,53000
8/10/24,Batticaloa,Potatoes,104250
8/10/24,Batticaloa,Brinjals,20000
8/10/24,Batticaloa,Pumpkins,39250
8/10/24,Batticaloa,Spinach,117000
8/10/24,Jaffna,Carrots,54250
8/10/24,Jaffna,Beans,63500
8/10/24,Jaffna,Cabbage,85000
8/10/24,Jaffna,Tomatoes,100500
8/10/24,Jaffna,Potatoes,112000
8/10/24,Jaffna,Brinjals,37750
8/10/24,Jaffna,Pumpkins,39500
8/10/24,Jaffna,Spinach,97250
8/11/24,Colombo,Carrots,131400
8/11/24,Colombo,Beans,372600
8/11/24,Colombo,Cabbage,115200
8/11/24,Colombo,Tomatoes,99000
8/11/24,Colombo,Potatoes,150300
8/11/24,Colombo,Brinjals,144900
8/11/24,Colombo,Pumpkins,318600
8/11/24,Colombo,Spinach,100800
8/11/24,Kandy,Carrots,156000
8/11/24,Kandy,Beans,165600
8/11/24,Kandy,Cabbage,274800
8/11/24,Kandy,Tomatoes,67200
8/11/24,Kandy,Potatoes,275400
8/11/24,Kandy,Brinjals,117000
8/11/24,Kandy,Pumpkins,289200
8/11/24,Kandy,Spinach,275400
8/11/24,Batticaloa,Carrots,76750
8/11/24,Batticaloa,Beans,25250
8/11/24,Batticaloa,Cabbage,43250
8/11/24,Batticaloa,Tomatoes,36750
8/11/24,Batticaloa,Potatoes,46250
8/11/24,Batticaloa,Brinjals,87500
8/11/24,Batticaloa,Pumpkins,102750
8/11/24,Batticaloa,Spinach,47500
8/11/24,Jaffna,Carrots,84250
8/11/24,Jaffna,Beans,29500
8/11/24,Jaffna,Cabbage,110250
8/11/24,Jaffna,Tomatoes,24250
8/11/24,Jaffna,Potatoes,116750
8/11/24,Jaffna,Brinjals,45000
8/11/24,Jaffna,Pumpkins,69750
8/11/24,Jaffna,Spinach,61000
8/12/24,Colombo,Carrots,111600
8/12/24,Colombo,Beans,95400
8/12/24,Colombo,Cabbage,235800
8/12/24,Colombo,Tomatoes,365400
8/12/24,Colombo,Potatoes,293400
8/12/24,Colombo,Brinjals,239400
8/12/24,Colombo,Pumpkins,449100
8/12/24,Colombo,Spinach,327600
8/12/24,Kandy,Carrots,298200
8/12/24,Kandy,Beans,258000
8/12/24,Kandy,Cabbage,144600
8/12/24,Kandy,Tomatoes,147000
8/12/24,Kandy,Potatoes,58200
8/12/24,Kandy,Brinjals,102600
8/12/24,Kandy,Pumpkins,56400
8/12/24,Kandy,Spinach,219000
8/12/24,Batticaloa,Carrots,74500
8/12/24,Batticaloa,Beans,110750
8/12/24,Batticaloa,Cabbage,110250
8/12/24,Batticaloa,Tomatoes,121250
8/12/24,Batticaloa,Potatoes,87000
8/12/24,Batticaloa,Brinjals,54750
8/12/24,Batticaloa,Pumpkins,46250
8/12/24,Batticaloa,Spinach,24250
8/12/24,Jaffna,Carrots,60750
8/12/24,Jaffna,Beans,68000
8/12/24,Jaffna,Cabbage,92000
8/12/24,Jaffna,Tomatoes,117250
8/12/24,Jaffna,Potatoes,17750
8/12/24,Jaffna,Brinjals,38500
8/12/24,Jaffna,Pumpkins,14750
8/12/24,Jaffna,Spinach,100000
8/13/24,Colombo,Carrots,444600
8/13/24,Colombo,Beans,387900
8/13/24,Colombo,Cabbage,89100
8/13/24,Colombo,Tomatoes,281700
8/13/24,Colombo,Potatoes,445500
8/13/24,Colombo,Brinjals,444600
8/13/24,Colombo,Pumpkins,255600
8/13/24,Colombo,Spinach,444600
8/13/24,Kandy,Carrots,278400
8/13/24,Kandy,Beans,88800
8/13/24,Kandy,Cabbage,208200
8/13/24,Kandy,Tomatoes,298800
8/13/24,Kandy,Potatoes,286800
8/13/24,Kandy,Brinjals,45000
8/13/24,Kandy,Pumpkins,204600
8/13/24,Kandy,Spinach,137400
8/13/24,Batticaloa,Carrots,23250
8/13/24,Batticaloa,Beans,108250
8/13/24,Batticaloa,Cabbage,79250
8/13/24,Batticaloa,Tomatoes,16750
8/13/24,Batticaloa,Potatoes,107000
8/13/24,Batticaloa,Brinjals,53750
